Treatments,min_current_fps,max_current_fps,mean_current_fps,mean_allocated_ram,mean_average_fps,mean_reserved_ram,mean_mono_ram,mean_cpu,mean_slider,median_slider,max_slider,AmbientOcclusion,Bloom,ChromaticAberration,ContactShadows,Fog,MicroShadowing,MotionBlur,ReflectionProbe,ScreenSpaceReflection,ScreenSpaceRefraction,Tonemapping,Vignette,WhiteBalance
" MicroShadowing,Bloom,ReflectionProbe,MotionBlur,ScreenSpaceReflection,Vignette ",30.982,60.00384,49.04946923076923,177.76034615384617,33.00924153846154,187.3516,20.445613076923074,12.930689999999997,-37.76556810769231,-49.04763,-60.47619,0,1,0,0,0,1,1,1,1,0,0,1,0
" MicroShadowing,ScreenSpaceReflection,WhiteBalance,ReflectionProbe,AmbientOcclusion ",30.62815,60.00204,50.86540615384616,178.47404615384616,33.016334615384615,187.3516,20.716046153846154,6.901042000000003,-44.35897492307693,-41.90477,-83.80952,1,0,0,0,0,1,0,1,1,0,0,0,1
" Tonemapping,ChromaticAberration,MicroShadowing,Bloom,MotionBlur,ScreenSpaceRefraction ",33.03415,60.00168,50.9822384375,179.24721875000006,33.016791250000004,187.3516,19.059692499999997,10.099284625,45.31250048437499,26.66667,100.0,0,1,1,0,0,1,1,0,0,1,1,0,0
" MotionBlur,AmbientOcclusion,MicroShadowing,ScreenSpaceRefraction,WhiteBalance ",31.48416,60.00312,51.716665416666665,179.865575,33.019659999999995,187.3516,21.82210375,12.890629999999993,-55.205844041666666,-57.741585,-100.0,1,0,0,0,0,1,1,0,0,1,0,0,1
" ContactShadows,ChromaticAberration,MicroShadowing,WhiteBalance,AmbientOcclusion ",33.93615,60.0096,54.05269804878051,143.01201219512197,57.866981219512205,180.57111219512194,21.288206097560977,11.232850609756097,-57.456446958536596,-59.52381,-100.0,1,0,1,1,0,1,0,0,0,0,0,0,1
" MicroShadowing,Bloom,ReflectionProbe,ContactShadows ",33.8898,59.99952,52.33578000000001,144.32040666666668,57.860274,179.81826666666666,19.420313333333333,12.369789999999997,42.063495999999994,41.90477,47.61906,0,1,0,1,0,1,0,1,0,0,0,0,0
" ScreenSpaceRefraction,Tonemapping,MicroShadowing,ContactShadows,ScreenSpaceReflection ",31.78811,60.00636,51.81644703703704,145.39545555555557,57.858244814814825,183.42567407407407,22.22077555555555,11.598185925925929,13.509707037037039,14.28572,22.38096,0,0,0,1,0,1,0,0,1,1,1,0,0
" Bloom,Vignette,MotionBlur,ScreenSpaceReflection,Tonemapping ",31.68708,60.00528,50.730949200000005,145.09099466666672,57.7038432,181.9649333333333,19.991406933333334,9.482638706666664,10.958733125333335,-3.333336,82.38097,0,1,0,0,0,0,1,0,1,0,1,1,0
" ContactShadows,ChromaticAberration,MicroShadowing ",44.21512,60.00636,57.126603043478234,146.61591739130432,57.87898999999999,183.8298608695652,22.009510869565215,9.635416999999997,24.389235756521742,24.7619,42.85715,0,0,1,1,0,1,0,0,0,0,0,0,0
" Vignette,WhiteBalance,ContactShadows,ReflectionProbe,Bloom ",38.08581,60.01104,55.86710625,147.18627916666665,57.874068125,183.93493333333333,19.203613958333335,12.009009812499992,4.097223397916667,0.952381,41.90477,0,1,0,1,0,0,0,1,0,0,0,1,1
" MicroShadowing,Fog,AmbientOcclusion,Tonemapping ",23.00188,43.53088,30.75611875,149.71967500000002,57.77597875,183.8516,22.2065425,9.847005,68.9285725,69.52381,74.7619,1,0,0,0,1,1,0,0,0,0,1,0,0
" Fog,AmbientOcclusion,Vignette,MotionBlur,WhiteBalance,MicroShadowing ",43.38432,43.38432,43.38432,150.9465,57.82531,186.3516,19.26563,10.80729,-31.42857,-31.42857,-31.42857,1,0,0,0,1,1,1,0,0,0,0,1,1
" Tonemapping,Bloom,Vignette,ReflectionProbe,MotionBlur,Fog,ChromaticAberration ",37.45164,37.45164,37.45164,150.6625,57.80213,186.3516,22.375,9.765625,16.19048,16.19048,16.19048,0,1,1,0,1,0,1,1,0,0,1,1,0
" ScreenSpaceRefraction,ScreenSpaceReflection,ReflectionProbe,Tonemapping,MotionBlur,Bloom,Vignette ",59.99952,59.99952,59.99952,150.0776,57.89021,186.3516,20.43359,11.45833,29.04762,29.04762,29.04762,0,1,0,0,0,0,1,1,1,1,1,1,0
" ReflectionProbe,MotionBlur,ContactShadows,ScreenSpaceReflection,WhiteBalance ",46.14611,46.14611,46.14611,152.6167,57.8361,186.3516,19.125,11.97917,-26.66667,-26.66667,-26.66667,0,0,0,1,0,0,1,1,1,0,0,0,1
" AmbientOcclusion,Bloom,ScreenSpaceReflection,ScreenSpaceRefraction ",31.8449,59.99916,50.262622500000006,152.230875,57.85217750000001,186.3516,22.120120000000004,10.02604,-72.2619075,-72.380955,-73.80952,1,1,0,0,0,0,0,0,1,1,0,0,0
" ContactShadows,ScreenSpaceReflection,MicroShadowing,MotionBlur,Fog ",26.47828,26.47828,26.47828,142.4478,54.4608,181.3516,20.23438,11.32813,-20.95238,-20.95238,-20.95238,0,0,0,1,1,1,1,0,1,0,0,0,0
" Tonemapping,WhiteBalance,ContactShadows,Vignette,ScreenSpaceReflection ",59.99736,59.99736,59.99736,140.342,54.59173,181.3516,17.43359,9.635417,19.04762,19.04762,19.04762,0,0,0,1,0,0,0,0,1,0,1,1,1
" AmbientOcclusion,Vignette,MicroShadowing,Fog,ChromaticAberration,Tonemapping ",40.50813,40.50813,40.50813,143.6587,54.5156,181.3516,22.27344,10.67708,19.04762,19.04762,19.04762,1,0,1,0,1,1,0,0,0,0,1,1,0
" WhiteBalance,ScreenSpaceReflection,MotionBlur,Vignette,ContactShadows ",35.47068,57.52747,48.72988,143.16639999999998,54.54771333333333,181.3516,19.81510666666667,8.984375,27.777779999999996,53.33334,53.33334,0,0,0,1,0,0,1,0,1,0,0,1,1
" Tonemapping,ChromaticAberration,AmbientOcclusion,ReflectionProbe,WhiteBalance ",43.56141,59.04164,51.301525,143.88414999999998,54.557765,181.3516,17.945315,9.244792,61.666665,61.666665,61.90476,1,0,1,0,0,0,0,1,0,0,1,0,1
" Fog,ScreenSpaceRefraction,WhiteBalance ",49.12026,49.12026,49.12026,145.8566,54.54924,181.3516,22.19531,8.984375,-19.04762,-19.04762,-19.04762,0,0,0,0,1,0,0,0,0,1,0,0,1
" ScreenSpaceReflection,ContactShadows,Vignette,ChromaticAberration ",58.33999,58.33999,58.33999,146.3775,54.58525,181.3516,21.14453,8.463542,32.38096,32.38096,32.38096,0,0,1,1,0,0,0,0,1,0,0,1,0
" WhiteBalance,MotionBlur,ChromaticAberration,ScreenSpaceRefraction,ReflectionProbe ",34.1809,60.00024,54.849018,145.85576,54.571616000000006,181.3516,18.556642,8.203125,64.809529,64.761905,72.38096,0,0,1,0,0,0,1,1,0,1,0,0,1
" Vignette,AmbientOcclusion,Fog,ScreenSpaceRefraction,ContactShadows,Tonemapping,ChromaticAberration ",30.64805,52.11781,41.38293,147.5666,54.51902,181.3516,17.99805,9.635416,18.57143,18.57143,22.38095,1,0,1,1,1,0,0,0,0,1,1,1,0
" MotionBlur,ContactShadows,Bloom,ReflectionProbe,MicroShadowing,ScreenSpaceReflection ",59.97865,59.97865,59.97865,147.1333,54.59166,181.3516,21.42188,10.67708,31.42858,31.42858,31.42858,0,1,0,1,0,1,1,1,1,0,0,0,0
" WhiteBalance,ScreenSpaceReflection,ChromaticAberration,ReflectionProbe,AmbientOcclusion ",60.00132,60.00132,60.00132,148.4214,54.59174,181.3516,20.00391,8.984375,29.04762,29.04762,29.04762,1,0,1,0,0,0,0,1,1,0,0,0,1
" Vignette,MotionBlur,ContactShadows,MicroShadowing,AmbientOcclusion ",36.71867,51.16608,43.942375,149.1848,54.529015,181.3516,19.15625,10.15625,-18.333334999999998,-18.333334999999998,-18.57143,1,0,0,1,0,1,1,0,0,0,0,1,0
" WhiteBalance,Tonemapping,ScreenSpaceRefraction,ChromaticAberration,ScreenSpaceReflection ",60.00312,60.00312,60.00312,148.8226,54.59175,181.3516,21.84375,10.41667,25.71429,25.71429,25.71429,0,0,1,0,0,0,0,0,1,1,1,0,1
" Bloom,WhiteBalance,Vignette,ScreenSpaceRefraction,ScreenSpaceReflection,ContactShadows ",57.04507,57.96665,57.50586,151.3591,54.581999999999994,181.3516,19.9082,14.19271,-43.571435,-43.571435,-43.80953,0,1,0,1,0,0,0,0,1,1,0,1,1
" ReflectionProbe,ScreenSpaceReflection,Tonemapping,Vignette,WhiteBalance ",46.5363,46.5363,46.5363,152.7194,54.53915,182.3516,19.09766,10.02604,-15.23809,-15.23809,-15.23809,0,0,0,0,0,0,0,1,1,0,1,1,1
" Tonemapping,WhiteBalance,ReflectionProbe,MotionBlur,ScreenSpaceRefraction,ContactShadows,MicroShadowing ",58.91641,58.91641,58.91641,150.8351,54.58751,182.3516,21.10938,10.15625,-16.66667,-16.66667,-16.66667,0,0,0,1,0,1,1,1,0,1,1,0,1
" MicroShadowing,ScreenSpaceRefraction,MotionBlur,ReflectionProbe,AmbientOcclusion ",51.88794,51.88794,51.88794,154.5778,54.56005,182.3516,20.42578,9.375,-23.33334,-23.33334,-23.33334,1,0,0,0,0,1,1,1,0,1,0,0,0
" ContactShadows,ScreenSpaceReflection,ChromaticAberration,Vignette,WhiteBalance,ScreenSpaceRefraction ",60.00132,60.00132,60.00132,154.8722,54.59174,182.3516,21.92188,6.901042,-27.61905,-27.61905,-27.61905,0,0,1,1,0,0,0,0,1,1,0,1,1
" ReflectionProbe,Vignette,Fog,AmbientOcclusion,WhiteBalance ",25.56982,50.73129,40.41585333333333,156.27216666666666,54.515236666666674,182.3516,19.826823333333333,10.8941,31.428576666666668,25.71429,43.33334,1,0,0,0,1,0,0,1,0,0,0,1,1
" Bloom,Fog,ScreenSpaceRefraction,ScreenSpaceReflection,MotionBlur ",33.02161,36.11595,34.270406666666666,156.17953333333332,54.49123,182.3516,17.50521,11.718753333333334,-41.74603666666666,-51.42857,-51.90477,0,1,0,0,1,0,1,0,1,1,0,0,0
" ContactShadows,Bloom,MicroShadowing,ScreenSpaceRefraction,Tonemapping ",49.14898,49.14898,49.14898,157.1184,54.54935,182.3516,20.95703,8.723958,-19.04762,-19.04762,-19.04762,0,1,0,1,0,1,0,0,0,1,1,0,0
" Vignette,ChromaticAberration,AmbientOcclusion,ContactShadows,ScreenSpaceReflection ",60.00384,60.00384,60.00384,156.0561,54.59175,182.3516,20.72656,14.58333,-52.38095,-52.38095,-52.38095,1,0,1,1,0,0,0,0,1,0,0,1,0
" ScreenSpaceReflection,Bloom,MicroShadowing,Fog,Vignette,ScreenSpaceRefraction,Tonemapping ",23.56584,38.3343,30.491184999999998,159.104825,54.476470000000006,182.3516,22.421875,9.765625,62.5,62.85714,63.33333,0,1,0,0,1,1,0,0,1,1,1,1,0
" MotionBlur,ScreenSpaceReflection,MicroShadowing,ContactShadows,Fog,Vignette ",40.56713,40.56713,40.56713,159.2329,54.51583,186.3516,20.03125,10.28646,-19.52381,-19.52381,-19.52381,0,0,0,1,1,1,1,0,1,0,0,1,0
" Vignette,ContactShadows,ScreenSpaceRefraction,WhiteBalance,Bloom ",51.72904,51.72904,51.72904,160.109,54.55943,186.3516,19.76563,13.41146,-22.85714,-22.85714,-22.85714,0,1,0,1,0,0,0,0,0,1,0,1,1
" Vignette,ScreenSpaceRefraction,AmbientOcclusion,Bloom,ChromaticAberration,ScreenSpaceReflection ",59.4845,59.4845,59.4845,160.4491,54.58973,186.3516,19.76953,13.15104,-15.71429,-15.71429,-15.71429,1,1,1,0,0,0,0,0,1,1,0,1,0
" Vignette,ScreenSpaceRefraction,MotionBlur,Bloom,WhiteBalance ",60.00744,60.00744,60.00744,160.9135,54.59177,186.3516,18.14063,10.9375,-30.47619,-30.47619,-30.47619,0,1,0,0,0,0,1,0,0,1,0,1,1
" ChromaticAberration,ScreenSpaceRefraction,ReflectionProbe,Bloom,ScreenSpaceReflection ",36.53635,60.00024,48.56923571428571,162.37449999999998,54.547087142857144,186.3516,17.19921857142857,9.505207999999998,31.90476285714286,34.28571,37.14286,0,1,1,0,0,0,0,1,1,1,0,0,0
" MotionBlur,AmbientOcclusion,ChromaticAberration,Fog,Tonemapping ",24.44557,35.68446,30.571458888888888,165.11994444444443,54.47678444444444,186.3516,18.273437777777776,7.957175888888888,-24.391535555555556,-24.28572,-29.52381,1,0,1,0,1,0,1,0,0,0,1,0,0
" ReflectionProbe,Bloom,Fog,Tonemapping,MicroShadowing,Vignette,ScreenSpaceRefraction ",30.75362,34.4824,32.18592333333333,166.0518,54.48309,186.3516,20.37760666666667,9.678818666666666,38.888893333333336,40.95238,41.90477,0,1,0,0,1,1,0,1,0,1,1,1,0
" ReflectionProbe,ScreenSpaceReflection,Bloom,AmbientOcclusion,ScreenSpaceRefraction,MicroShadowing,Vignette,ChromaticAberration ",48.35426,57.34142,52.84784,167.50895,54.563805,186.3516,17.203125,10.54688,-33.33334,-33.33334,-33.33334,1,1,1,0,0,1,0,1,1,1,0,1,0
" Tonemapping,Vignette,ReflectionProbe ",29.07281,60.00564,52.33757045454545,166.94135,54.561808863636365,186.3516,21.02743409090909,10.295335977272725,94.40476454545454,100.0,100.0,0,0,0,0,0,0,0,1,0,0,1,1,0
" ScreenSpaceRefraction,MotionBlur,ChromaticAberration ",34.28756,60.0006,46.832825,168.09655,54.540305,186.3516,18.595705000000002,10.15625,-22.85714,-22.85714,-22.85714,0,0,1,0,0,0,1,0,0,1,0,0,0
" ContactShadows,Fog,ReflectionProbe,WhiteBalance,MicroShadowing ",26.82339,26.82339,26.82339,169.3083,54.46214,186.3516,17.70313,9.244792,0.4761934,0.4761934,0.4761934,0,0,0,1,1,1,0,1,0,0,0,0,1
" AmbientOcclusion,ReflectionProbe,Bloom,ScreenSpaceReflection,ChromaticAberration ",33.62328,56.09784,44.86056,169.76215,54.5326,186.3516,20.93164,14.19271,-38.57143,-38.57143,-47.14286,1,1,1,0,0,0,0,1,1,0,0,0,0
" MicroShadowing,ContactShadows,Tonemapping,ScreenSpaceReflection,MotionBlur ",58.5679,58.5679,58.5679,169.363,54.58615,186.3516,19.07422,11.84896,26.19048,26.19048,26.19048,0,0,0,1,0,1,1,0,1,0,1,0,0
" ReflectionProbe,ContactShadows,Tonemapping,ScreenSpaceReflection,AmbientOcclusion ",60.0024,60.0024,60.0024,171.4361,54.59175,186.3516,17.90234,12.76042,39.04762,39.04762,39.04762,1,0,0,1,0,0,0,1,1,0,1,0,0
" WhiteBalance,ChromaticAberration,MotionBlur,ScreenSpaceReflection,AmbientOcclusion,ContactShadows ",58.40848,58.40848,58.40848,170.6843,54.58552,186.3516,22.02734,12.76042,-36.19048,-36.19048,-36.19048,1,0,1,1,0,0,1,0,1,0,0,0,1
" WhiteBalance,ContactShadows,Bloom,Tonemapping,Vignette,MicroShadowing ",42.64974,42.64974,42.64974,173.2586,54.52396,186.3516,21.875,9.375,-40.0,-40.0,-40.0,0,1,0,1,0,1,0,0,0,0,1,1,1
" ContactShadows,ScreenSpaceReflection,WhiteBalance,ReflectionProbe,MotionBlur ",43.94117,57.48019,50.710679999999996,174.63155,54.555454999999995,186.3516,20.46875,9.895835,45.71429,45.71429,52.85715,0,0,0,1,0,0,1,1,1,0,0,0,1
" MotionBlur,Bloom,Fog,ScreenSpaceReflection,ChromaticAberration ",34.24927,34.24927,34.24927,175.2463,54.49115,186.3516,17.46875,8.854167,-38.57143,-38.57143,-38.57143,0,1,1,0,1,0,1,0,1,0,0,0,0
" Fog,AmbientOcclusion,WhiteBalance,ScreenSpaceRefraction ",25.37582,43.32399,33.37987666666667,175.14356666666666,54.48775666666666,186.3516,21.15885666666667,10.02604,29.523809999999997,29.52381,30.0,1,0,0,0,1,0,0,0,0,1,0,0,1
" Bloom,Vignette,MotionBlur,ScreenSpaceReflection ",46.2447,50.52547,48.385085000000004,176.3144,54.546369999999996,186.3516,19.75,11.97917,-37.380955,-37.380955,-37.61905,0,1,0,0,0,0,1,0,1,0,0,1,0
" ChromaticAberration,MotionBlur,ScreenSpaceRefraction,Vignette,Fog,Bloom ",55.0164,55.0164,55.0164,176.3158,54.57227,186.3516,17.21875,11.19792,-14.76191,-14.76191,-14.76191,0,1,1,0,1,0,1,0,0,1,0,1,0
" ScreenSpaceRefraction,ChromaticAberration,ContactShadows,WhiteBalance,MicroShadowing,ScreenSpaceReflection,ReflectionProbe ",60.00024,60.00888,60.00456,176.32265,54.591755,186.3516,19.53516,9.179686499999999,-21.19048,-21.19048,-25.2381,0,0,1,1,0,1,0,1,1,1,0,0,1
" ChromaticAberration,Vignette,MicroShadowing,Tonemapping,ScreenSpaceRefraction ",35.29441,60.00564,56.177142222222216,177.09408888888888,54.57680777777778,186.3516,18.98090333333333,8.984375,33.43915666666666,33.80953,35.71428,0,0,1,0,0,1,0,0,0,1,1,1,0
" Bloom,ReflectionProbe,WhiteBalance,ScreenSpaceReflection,Fog,MicroShadowing ",29.92686,36.05592,32.20921333333334,179.11833333333334,54.48318333333333,186.3516,17.697916666666668,8.203125,-50.952380000000005,-50.95238,-51.42857,0,1,0,0,1,1,0,1,1,0,0,0,1
" ContactShadows,Fog,WhiteBalance,ScreenSpaceReflection,MotionBlur ",26.58563,50.00675,35.551677777777776,180.48206666666667,54.49624,186.3516,20.47743222222222,9.649884555555557,-18.25396888888889,-19.04762,-20.95238,0,0,0,1,1,0,1,0,1,0,0,0,1
" Tonemapping,ContactShadows,MicroShadowing,ScreenSpaceReflection,Fog ",26.62974,47.80755,36.250735,143.4701,57.89421375,180.3516,21.47461,10.416669999999998,99.10714499999999,100.0,100.0,0,0,0,1,1,1,0,0,1,0,1,0,0
" MicroShadowing,Tonemapping,MotionBlur,AmbientOcclusion,ScreenSpaceRefraction ",50.11275,60.00168,55.3895325,143.003125,57.968975,180.3516,20.015625,10.54688,100.0,100.0,100.0,1,0,0,0,0,1,1,0,0,1,1,0,0
" ContactShadows,MotionBlur,Bloom,Fog,Tonemapping ",30.92787,39.16424,34.872805882352935,144.9004,57.888831764705884,180.41042352941176,18.00091823529412,9.681374117647056,-33.2493005882353,-32.85714,-43.33334,0,1,0,1,1,0,1,0,0,0,1,0,0
" MotionBlur,ContactShadows,WhiteBalance,Tonemapping,ScreenSpaceRefraction ",51.91003,51.91003,51.91003,145.8577,57.95538,180.3516,22.67188,11.32813,100.0,100.0,100.0,0,0,0,1,0,0,1,0,0,1,1,0,1
" Fog,Bloom,ScreenSpaceRefraction,WhiteBalance,MotionBlur ",39.36171,39.36171,39.36171,145.0576,57.90636,180.3516,19.63281,10.67708,-61.90476,-61.90476,-61.90476,0,1,0,0,1,0,1,0,0,1,0,0,1
" Bloom,ChromaticAberration,Vignette,ScreenSpaceRefraction,MicroShadowing ",59.50079,59.50079,59.50079,143.6519,57.98503,180.3516,17.64453,13.54167,-29.04762,-29.04762,-29.04762,0,1,1,0,0,1,0,0,0,1,0,1,0
" Tonemapping,Vignette,ScreenSpaceReflection,ContactShadows,ReflectionProbe,ChromaticAberration,MicroShadowing ",32.81227,60.00996,53.77354304347826,147.12805217391306,57.96266217391305,180.3516,17.894531304347826,11.367750869565214,78.28157739130437,85.2381,96.66667,0,0,1,1,0,1,0,1,1,0,1,1,0
" Fog,ContactShadows,Bloom,MotionBlur,Vignette ",25.32421,25.32421,25.32421,147.8388,57.85153,180.3516,21.38281,11.19792,-21.90477,-21.90477,-21.90477,0,1,0,1,1,0,1,0,0,0,0,1,0
" MotionBlur,ContactShadows,Tonemapping,MicroShadowing,ChromaticAberration ",59.99016,59.99016,59.99016,146.0177,57.98695,180.3516,18.23047,14.97396,81.90477,81.90477,81.90477,0,0,1,1,0,1,1,0,0,0,1,0,0
" Tonemapping,Bloom,MotionBlur,ChromaticAberration,Vignette ",60.00096,60.00096,60.00096,148.3065,57.98699,180.3516,17.41406,13.80208,15.71429,15.71429,15.71429,0,1,1,0,0,0,1,0,0,0,1,1,0
" ChromaticAberration,MicroShadowing,ReflectionProbe,ScreenSpaceReflection,ScreenSpaceRefraction ",50.90146,50.90146,50.90146,150.1541,57.95144,180.3516,21.28906,12.76042,92.38097,92.38097,92.38097,0,0,1,0,0,1,0,1,1,1,0,0,0
" Fog,AmbientOcclusion,Vignette,ReflectionProbe,Bloom ",44.24015,44.24015,44.24015,150.5988,57.92542,180.3516,19.68359,11.71875,-33.80952,-33.80952,-33.80952,1,1,0,0,1,0,0,1,0,0,0,1,0
" ScreenSpaceReflection,Bloom,Vignette,ChromaticAberration,AmbientOcclusion ",60.00348,60.00348,60.00348,150.998,57.987,180.3516,17.37109,11.97917,-24.28572,-24.28572,-24.28572,1,1,1,0,0,0,0,0,1,0,0,1,0
" ChromaticAberration,Tonemapping,MotionBlur,AmbientOcclusion,ScreenSpaceRefraction,Vignette ",60.00168,60.00168,60.00168,150.1171,57.98699,180.3516,21.64844,10.80729,90.4762,90.4762,90.4762,1,0,1,0,0,0,1,0,0,1,1,1,0
" MotionBlur,Vignette,ReflectionProbe,Bloom ",49.07855,49.07855,49.07855,152.7385,57.94432,180.3516,19.9375,11.06771,-22.38095,-22.38095,-22.38095,0,1,0,0,0,0,1,1,0,0,0,1,0
" ScreenSpaceRefraction,MicroShadowing,ChromaticAberration,WhiteBalance,Bloom ",59.81147,59.81147,59.81147,151.1178,57.98625,181.3516,19.91797,10.9375,30.47619,30.47619,30.47619,0,1,1,0,0,1,0,0,0,1,0,0,1
" ScreenSpaceReflection,WhiteBalance,Tonemapping,Vignette,Fog ",23.66601,32.02911,28.80555,154.39862,57.86512799999999,180.3516,17.201562000000003,8.020833,84.380958,84.28571,85.2381,0,0,0,0,1,0,0,0,1,0,1,1,1
" ChromaticAberration,ScreenSpaceRefraction,MicroShadowing,WhiteBalance,ScreenSpaceReflection,Vignette,Fog,Tonemapping,MotionBlur ",23.86811,23.86811,23.86811,154.6252,57.84584,181.3516,20.17578,9.114583,87.14286,87.14286,87.14286,0,0,1,0,1,1,1,0,1,1,1,1,1
" Vignette,ScreenSpaceReflection,ScreenSpaceRefraction,ReflectionProbe,WhiteBalance,ChromaticAberration ",46.82152,46.82152,46.82152,154.5231,57.9355,181.3516,17.92188,11.97917,73.80952,73.80952,73.80952,0,0,1,0,0,0,0,1,1,1,0,1,1
" ContactShadows,Tonemapping,ChromaticAberration,ScreenSpaceReflection,ReflectionProbe ",60.0024,60.0024,60.0024,155.1633,57.98699,181.3516,22.00781,13.41146,58.57143,58.57143,58.57143,0,0,1,1,0,0,0,1,1,0,1,0,0
" Bloom,ChromaticAberration,ScreenSpaceReflection,Vignette,AmbientOcclusion,MotionBlur,ContactShadows ",31.63086,60.00528,44.27778142857142,156.38445714285714,57.92556857142858,181.3516,22.381695714285712,9.57961257142857,-67.61905,-71.90477,-75.71429,1,1,1,1,0,0,1,0,1,0,0,1,0
" WhiteBalance,AmbientOcclusion,MicroShadowing,Vignette,ChromaticAberration,ContactShadows,ScreenSpaceReflection,Bloom ",46.9938,46.9938,46.9938,157.2203,57.93618,181.3516,21.85938,13.02083,44.28571,44.28571,44.28571,1,1,1,1,0,1,0,0,1,0,0,1,1
" ContactShadows,ScreenSpaceReflection,Vignette,Bloom,ScreenSpaceRefraction,ReflectionProbe ",44.8962,58.00094,51.448570000000004,158.40275,57.953585000000004,181.3516,18.955080000000002,8.59375,7.142854999999997,7.142854999999997,86.19048,0,1,0,1,0,0,0,1,1,1,0,1,0
" ScreenSpaceReflection,Tonemapping,WhiteBalance,Vignette,ContactShadows ",33.16761,33.16761,33.16761,158.8751,57.88217,181.3516,21.50391,12.10938,72.85714,72.85714,72.85714,0,0,0,1,0,0,0,0,1,0,1,1,1
" WhiteBalance,ContactShadows,Bloom,MicroShadowing,Vignette,Fog ",25.17503,43.51383,31.382693333333332,159.624,57.87519666666666,181.3516,20.09375,9.505208,31.74603666666667,31.90477,33.33334,0,1,0,1,1,1,0,0,0,0,0,1,1
" MicroShadowing,WhiteBalance,ChromaticAberration,ReflectionProbe,Tonemapping ",59.99952,59.99952,59.99952,158.1534,57.98698,181.3516,17.83594,9.895833,78.09525,78.09525,78.09525,0,0,1,0,0,1,0,1,0,0,1,0,1
" AmbientOcclusion,WhiteBalance,Vignette,MotionBlur,Bloom ",54.00239,54.00239,54.00239,161.2513,57.96355,181.3516,22.42578,11.06771,18.09523,18.09523,18.09523,1,1,0,0,0,0,1,0,0,0,0,1,1
" ReflectionProbe,AmbientOcclusion,ChromaticAberration,WhiteBalance,Fog,MotionBlur ",50.51372,50.51372,50.51372,162.6016,57.94993,185.3516,21.70313,8.723958,54.76191,54.76191,54.76191,1,0,1,0,1,0,1,1,0,0,0,0,1
" ContactShadows,ScreenSpaceRefraction,MotionBlur,AmbientOcclusion,ReflectionProbe ",49.63961,53.68925,51.664429999999996,163.05755,57.95442,185.3516,20.73047,11.58854,70.95239,70.95239,70.95239,1,0,0,1,0,0,1,1,0,1,0,0,0
" MotionBlur,AmbientOcclusion,MicroShadowing,ChromaticAberration,Tonemapping,ScreenSpaceRefraction ",60.00168,60.00168,60.00168,163.1181,57.98699,185.3516,20.17188,11.19792,36.66668,36.66668,36.66668,1,0,1,0,0,1,1,0,0,1,1,0,0
" ReflectionProbe,ContactShadows,AmbientOcclusion,Bloom,ScreenSpaceReflection ",46.60158,46.60158,46.60158,164.6994,57.93465,185.3516,21.51953,10.02604,-73.33334,-73.33334,-73.33334,1,1,0,1,0,0,0,1,1,0,0,0,0
